Site	Week	Plant_species	Bird_species	Fruit_availability_avgWeek	Frugivory_degree	Observed_frugivory_visits	Random_mean_visits	Random_SD_visits	Random_2.5Quant	Random_97.5Quant	Selection_strength	Pvalue
Oxapampa	3	Antidaphne_sp	Tangara_viridicollis	88.26666667	50	2	0.3007	0.516242347	0	2	3.292	0.001
Oxapampa	3	Miconia_sp2	Tangara_viridicollis	170.6060606	50	1	0.5665	0.673366982	0	2	0.644	0.52
Oxapampa	4	Cecropia_sp1	Tangara_viridicollis	6.583333333	50	3	0.149	0.381068919	0	1	7.482	0
Oxapampa	4	Cecropia_sp2	Tangara_viridicollis	10	50	4	0.2258	0.467799363	0	1	8.068	0
Oxapampa	4	Miconia_sp2	Tangara_viridicollis	230.1388889	50	3	5.2085	1.88838141	2	9	-1.17	0.242
Oxapampa	4	Miconia_sp1	Tangara_viridicollis	70.83333333	50	7	1.6086	1.212416197	0	4	4.447	0
Oxapampa	5	Cecropia_sp1	Tangara_viridicollis	7.833333333	50	1	0.2253	0.467933549	0	1	1.656	0.098
Oxapampa	5	Cecropia_sp2	Tangara_viridicollis	11.44444444	50	8	0.3196	0.556135567	0	2	13.81	0
Oxapampa	5	Miconia_sp2	Tangara_viridicollis	172.4871795	50	6	5.0053	1.857529798	2	9	0.535	0.593
Oxapampa	5	Topobea_sp	Tangara_viridicollis	24.05	50	1	0.7031	0.820620334	0	3	0.362	0.717
Oxapampa	6	Cecropia_sp1	Tangara_viridicollis	8.076923077	50	13	0.6728	0.819760551	0	3	15.038	0
Oxapampa	6	Cecropia_sp2	Tangara_viridicollis	13.44444444	50	7	1.1439	1.047044612	0	3	5.593	0
Oxapampa	6	Miconia_sp2	Tangara_viridicollis	110.5	50	4	9.3843	2.561966018	5	15	-2.102	0.036
Oxapampa	6	Miconia_sp1	Tangara_viridicollis	44.47368421	50	1	3.7997	1.830550464	1	8	-1.529	0.126
Oxapampa	6	Orycthanthus_sp	Tangara_viridicollis	19.14285714	50	1	1.6338	1.251340939	0	4	-0.506	0.613
Oxapampa	6	Topobea_sp	Tangara_viridicollis	21.75	50	6	1.8415	1.329794941	0	5	3.127	0.002
Oxapampa	1	Hedyosmun_traslucidum	Tangara_xanthocephala	12	80	1	0.1172	0.34216351	0	1	2.58	0.01
Oxapampa	1	Miconia_sp2	Tangara_xanthocephala	127.2916667	80	1	1.165	0.978708735	0	3	-0.169	0.866
Oxapampa	1	Miconia_sp3	Tangara_xanthocephala	5.294117647	80	2	0.0504	0.223751752	0	1	8.713	0
Oxapampa	1	Miconia_sp1	Tangara_xanthocephala	224.7058824	80	3	2.0763	1.202756406	0	5	0.768	0.442
Oxapampa	2	Cecropia_sp2	Tangara_xanthocephala	7.1875	80	1	0.0426	0.207339188	0	1	4.618	0
Oxapampa	2	Maytenus_sp	Tangara_xanthocephala	100	80	1	0.5729	0.701950756	0	2	0.608	0.543
Oxapampa	2	Miconia_sp4	Tangara_xanthocephala	92.5	80	1	0.5241	0.685030011	0	2	0.695	0.487
Oxapampa	2	Miconia_sp1	Tangara_xanthocephala	156.6666667	80	2	0.8873	0.864796795	0	3	1.287	0.198
Oxapampa	3	Cecropia_sp1	Tangara_xanthocephala	5.916666667	80	3	0.0199	0.143199304	0	0	20.811	0
Oxapampa	4	Cecropia_sp1	Tangara_xanthocephala	6.583333333	80	2	0.0163	0.126632988	0	0	15.665	0
Oxapampa	5	Miconia_sp2	Tangara_xanthocephala	172.4871795	80	1	0.626	0.657850497	0	2	0.569	0.569
Oxapampa	5	Miconia_sp1	Tangara_xanthocephala	51.31578947	80	1	0.1884	0.4119738	0	1	1.97	0.049
Oxapampa	1	Drypetes_sp	Thraupis_cyanocephala	252.5	70	1	8.6664	2.386939628	4	13.025	-3.212	0.001
Oxapampa	1	Cecropia_sp1	Thraupis_cyanocephala	4.25	70	2	0.1394	0.374408411	0	1	4.969	0
Oxapampa	1	Cecropia_sp2	Thraupis_cyanocephala	1.153846154	70	4	0.0429	0.205581654	0	1	19.248	0
Oxapampa	1	Miconia_sp2	Thraupis_cyanocephala	127.2916667	70	2	4.371	1.901872948	1	8	-1.247	0.212
Oxapampa	1	Miconia_sp3	Thraupis_cyanocephala	5.294117647	70	2	0.1805	0.423482802	0	1	4.297	0
Oxapampa	1	Miconia_sp1	Thraupis_cyanocephala	224.7058824	70	12	7.7363	2.347363057	3	12	1.816	0.069
Oxapampa	1	Topobea_sp	Thraupis_cyanocephala	22.66666667	70	3	0.7706	0.862235458	0	3	2.586	0.01
Oxapampa	2	Cecropia_sp1	Thraupis_cyanocephala	8.5	70	3	0.2912	0.542062675	0	2	4.997	0
Oxapampa	2	Cecropia_sp2	Thraupis_cyanocephala	7.1875	70	3	0.2363	0.486709357	0	1	5.678	0
Oxapampa	2	Cissus_sp	Thraupis_cyanocephala	13	70	2	0.4337	0.653794352	0	2	2.396	0.017
Oxapampa	2	Cornus_peruviana	Thraupis_cyanocephala	32.76363636	70	1	1.0768	1.030246524	0	3	-0.075	0.94
Oxapampa	2	Miconia_sp2	Thraupis_cyanocephala	216.1034483	70	3	7.0849	2.296610422	3	12	-1.779	0.075
Oxapampa	2	Miconia_sp4	Thraupis_cyanocephala	92.5	70	2	3.0384	1.642070364	0	7	-0.632	0.527
Oxapampa	2	Miconia_sp1	Thraupis_cyanocephala	156.6666667	70	9	5.1212	2.037480231	2	9	1.904	0.057
Oxapampa	2	Psychotria_sp1	Thraupis_cyanocephala	20	70	1	0.6593	0.805411931	0	3	0.423	0.672
Oxapampa	2	Topobea_sp	Thraupis_cyanocephala	38.42105263	70	5	1.2533	1.102207148	0	4	3.399	0.001
Oxapampa	3	Cecropia_sp1	Thraupis_cyanocephala	5.916666667	70	3	0.136	0.368670031	0	1	7.768	0
Oxapampa	3	Cecropia_sp2	Thraupis_cyanocephala	6.235294118	70	6	0.1414	0.375792711	0	1	15.59	0
Oxapampa	3	Miconia_sp2	Thraupis_cyanocephala	170.6060606	70	2	3.8848	1.768344329	1	8	-1.066	0.286
Oxapampa	3	Miconia_sp1	Thraupis_cyanocephala	101.5789474	70	10	2.3372	1.449450327	0	5	5.287	0
Oxapampa	4	Cecropia_sp1	Thraupis_cyanocephala	6.583333333	70	6	0.3644	0.599707099	0	2	9.397	0
Oxapampa	4	Cecropia_sp2	Thraupis_cyanocephala	10	70	14	0.5462	0.739405323	0	2	18.195	0
Oxapampa	4	Miconia_sp2	Thraupis_cyanocephala	230.1388889	70	10	12.8419	2.997132408	7	19	-0.948	0.343
Oxapampa	4	Miconia_sp1	Thraupis_cyanocephala	70.83333333	70	5	3.9628	1.876264426	1	8	0.553	0.58
Oxapampa	4	Euphorbiaceae_sp	Thraupis_cyanocephala	4.3	70	2	0.245	0.496990644	0	2	3.531	0
Oxapampa	4	Topobea_sp	Thraupis_cyanocephala	26.25	70	5	1.4603	1.191119552	0	4	2.972	0.003
Oxapampa	5	Cecropia_sp1	Thraupis_cyanocephala	7.833333333	70	3	0.2146	0.461051078	0	1	6.041	0
Oxapampa	5	Cecropia_sp2	Thraupis_cyanocephala	11.44444444	70	4	0.3141	0.551789486	0	2	6.68	0
Oxapampa	5	Miconia_sp2	Thraupis_cyanocephala	172.4871795	70	5	4.6683	1.795493662	1	8	0.185	0.853
Oxapampa	5	Topobea_sp	Thraupis_cyanocephala	24.05	70	3	0.65	0.79029264	0	3	2.974	0.003
Oxapampa	6	Cecropia_sp1	Thraupis_cyanocephala	8.076923077	70	2	0.3796	0.606910763	0	2	2.67	0.008
Oxapampa	6	Cecropia_sp2	Thraupis_cyanocephala	13.44444444	70	7	0.6461	0.785694929	0	3	8.087	0
Oxapampa	6	Miconia_sp2	Thraupis_cyanocephala	110.5	70	9	5.29	1.934754333	2	9	1.918	0.055
Oxapampa	1	Cecropia_sp2	Thraupis_episcopus	1.153846154	50	4	0.0059	0.077883224	0	0	51.283	0
Oxapampa	2	Miconia_sp1	Thraupis_episcopus	156.6666667	50	2	0.347	0.533684815	0	2	3.097	0.002
Oxapampa	3	Cecropia_sp2	Thraupis_episcopus	6.235294118	50	2	0.0201	0.141767414	0	0	13.966	0
Oxapampa	3	Topobea_sp	Thraupis_episcopus	29.72222222	50	1	0.0973	0.309584066	0	1	2.916	0.004
Oxapampa	4	Cecropia_sp1	Thraupis_episcopus	6.583333333	50	2	0.0962	0.304228229	0	1	6.258	0
Oxapampa	4	Cecropia_sp2	Thraupis_episcopus	10	50	9	0.1444	0.376779559	0	1	23.503	0
Oxapampa	5	Cecropia_sp2	Thraupis_episcopus	11.44444444	50	7	0.141	0.370314344	0	1	18.522	0
Oxapampa	6	Cecropia_sp1	Thraupis_episcopus	8.076923077	50	1	0.0841	0.285018093	0	1	3.213	0.001
Oxapampa	6	Cecropia_sp2	Thraupis_episcopus	13.44444444	50	3	0.1467	0.378144694	0	1	7.546	0
Oxapampa	1	Cecropia_sp2	Thraupis_palmarum	1.153846154	60	3	0.0065	0.080364145	0	0	37.249	0
Oxapampa	1	Miconia_sp1	Thraupis_palmarum	224.7058824	60	2	1.4873	1.039012351	0	4	0.493	0.622
Oxapampa	2	Cecropia_sp1	Thraupis_palmarum	8.5	60	3	0.2195	0.468339283	0	1	5.937	0
Oxapampa	2	Cecropia_sp2	Thraupis_palmarum	7.1875	60	10	0.1806	0.42778726	0	1	22.954	0
Oxapampa	2	Cornus_peruviana	Thraupis_palmarum	32.76363636	60	1	0.8522	0.906442124	0	3	0.163	0.871
Oxapampa	2	Miconia_sp1	Thraupis_palmarum	156.6666667	60	9	4.0636	1.823262863	1	8	2.707	0.007
Oxapampa	3	Cecropia_sp2	Thraupis_palmarum	6.235294118	60	10	0.0668	0.258349443	0	1	38.449	0
Oxapampa	4	Cecropia_sp1	Thraupis_palmarum	6.583333333	60	8	0.1325	0.364632755	0	1	21.577	0
Oxapampa	4	Cecropia_sp2	Thraupis_palmarum	10	60	7	0.2061	0.447484988	0	1	15.182	0
Oxapampa	5	Cecropia_sp1	Thraupis_palmarum	7.833333333	60	9	0.2641	0.509487142	0	2	17.146	0
Oxapampa	5	Cecropia_sp2	Thraupis_palmarum	11.44444444	60	10	0.3871	0.617650175	0	2	15.564	0
Oxapampa	6	Cecropia_sp2	Thraupis_palmarum	13.44444444	60	4	0.1403	0.3647317	0	1	10.582	0
Oxapampa	1	Antidaphne_sp	Trichothraupis_melanops	73.33333333	20	1	0.195	0.417842625	0	1	1.927	0.054
Oxapampa	1	Miconia_sp1	Trichothraupis_melanops	224.7058824	20	1	0.591	0.641061694	0	2	0.638	0.523
Oxapampa	3	Monnina_pallida	Trichothraupis_melanops	2	20	1	0.0018	0.042390325	0	0	23.548	0
Oxapampa	1	Cornus_peruviana	Tyrannus_melancholicus	16.09615385	0	1	0.0181	0.133319794	0	0	7.365	0
Oxapampa	3	Miconia_sp1	Tyrannus_melancholicus	101.5789474	0	1	0.1089	0.311529284	0	1	2.86	0.004
Oxapampa	1	Miconia_sp1	Zimmerius_viridiflavus	224.7058824	30	1	1.4777	1.020493435	0	4	-0.468	0.64
Oxapampa	1	Struthanthus_sp	Zimmerius_viridiflavus	16.04166667	30	4	0.1071	0.324715466	0	1	11.989	0
Oxapampa	2	Antidaphne_sp	Zimmerius_viridiflavus	71.17647059	30	1	0.0838	0.277101495	0	1	3.306	0.001
Oxapampa	3	Antidaphne_sp	Zimmerius_viridiflavus	88.26666667	30	4	0.4661	0.648145662	0	2	5.452	0
Oxapampa	3	Struthanthus_sp	Zimmerius_viridiflavus	42.73333333	30	1	0.2304	0.46683791	0	1	1.649	0.099
Oxapampa	4	Antidaphne_sp	Zimmerius_viridiflavus	88.5	30	10	1.5115	1.157238813	0	4	7.335	0
Oxapampa	4	Struthanthus_sp	Zimmerius_viridiflavus	31.6875	30	3	0.5584	0.734876482	0	2	3.322	0.001
Oxapampa	5	Antidaphne_sp	Zimmerius_viridiflavus	81.53846154	30	5	1.4967	1.118710982	0	4	3.132	0.002
Oxapampa	5	Struthanthus_sp	Zimmerius_viridiflavus	27.19354839	30	5	0.4808	0.670429942	0	2	6.741	0
Oxapampa	6	Antidaphne_sp	Zimmerius_viridiflavus	96.07142857	30	6	2.2878	1.311389772	0	5	2.831	0.005
Oxapampa	6	Miconia_sp1	Zimmerius_viridiflavus	44.47368421	30	1	1.0652	0.980329059	0	3	-0.067	0.947
Oxapampa	6	Struthanthus_sp	Zimmerius_viridiflavus	25.58064516	30	2	0.6171	0.76520987	0	2	1.807	0.071
Pennsylvania	2	Lonicera_morrowii	Baeolophus_bicolor	1370.7	0	1	0.8178	0.38602858	0	1	0.472	0.637
Pennsylvania	3	Lonicera_morrowii	Baeolophus_bicolor	1440.74257	0	1	0.9664	0.18020624	0	1	0.186	0.852
Pennsylvania	4	Crataegus_sp	Baeolophus_bicolor	100.3125	0	1	0.2637	0.47873294	0	1	1.538	0.124
Pennsylvania	4	Lonicera_morrowii	Baeolophus_bicolor	652.25	0	1	1.7332	0.48129089	1	2	-1.523	0.128
Pennsylvania	5	Lonicera_morrowii	Baeolophus_bicolor	474.25	0	1	0.6576	0.47453636	0	1	0.722	0.47
Pennsylvania	1	Lonicera_morrowii	Bombycilla_cedrorum	1873.65	70	62	62.9641	0.18977564	62	63	-5.08	0
Pennsylvania	1	Prunus_serotina	Bombycilla_cedrorum	1	70	1	0.0359	0.18977564	0	1	5.08	0
Pennsylvania	2	Amelanchier_sp	Bombycilla_cedrorum	300	70	10	21.4497	4.19333141	13	30	-2.73	0.006
Pennsylvania	2	Lonicera_morrowii	Bombycilla_cedrorum	1370.7	70	109	98.4808	4.19878487	90	106	2.505	0.012
Pennsylvania	2	Malus_sp	Bombycilla_cedrorum	1	70	1	0.0695	0.26320463	0	1	3.535	0
Pennsylvania	3	Amelanchier_sp	Bombycilla_cedrorum	45	70	8	2.72	1.6183516	0	6	3.263	0.001
Pennsylvania	3	Lonicera_morrowii	Bombycilla_cedrorum	1440.74257	70	82	87.114	1.66411566	84	90	-3.073	0.002
Pennsylvania	4	Lonicera_morrowii	Bombycilla_cedrorum	652.25	70	59	51.0598	2.62360673	46	56	3.026	0.002
Pennsylvania	5	Lonicera_morrowii	Bombycilla_cedrorum	474.25	70	45	30.9253	3.24733343	24	37	4.334	0
Pennsylvania	5	Rubus_allegheniensis	Bombycilla_cedrorum	221.869565	70	2	14.449	3.152712	9	21	-3.949	0
Pennsylvania	6	Lonicera_morrowii	Bombycilla_cedrorum	337.277228	70	3	2.2639	0.74680155	1	3	0.986	0.324
Pennsylvania	8	Cornus_racemosa	Bombycilla_cedrorum	177.142857	70	3	1.4832	1.18535154	0	4	1.28	0.201
Pennsylvania	8	Elaeagnus_umbellata	Bombycilla_cedrorum	1574.61539	70	1	13.1653	2.67344172	8	18	-4.55	0
Pennsylvania	8	Prunus_serotina	Bombycilla_cedrorum	1186.36364	70	20	9.9095	2.5581564	5	15	3.944	0
Pennsylvania	8	Sambucus_canadensis	Bombycilla_cedrorum	378.333333	70	4	3.1538	1.67500034	0	7	0.505	0.614
Pennsylvania	4	Lonicera_morrowii	Cardinalis_cardinalis	652.25	10	1	0.8581	0.348965	0	1	0.407	0.684
Pennsylvania	5	Lonicera_morrowii	Cardinalis_cardinalis	474.25	10	1	0.6618	0.47312065	0	1	0.715	0.475
Pennsylvania	6	Rubus_allegheniensis	Cardinalis_cardinalis	109.761905	10	1	0.4886	0.60869294	0	2	0.84	0.401
Pennsylvania	4	Lonicera_morrowii	Catharus_fuscescens	652.25	40	4	3.4556	0.68518289	2	4	0.795	0.427
Pennsylvania	3	Amelanchier_sp	Cyanocitta_cristata	45	20	1	0.0322	0.17653973	0	1	5.482	0
Pennsylvania	5	Rubus_allegheniensis	Cyanocitta_cristata	221.869565	20	1	0.3058	0.46076848	0	1	1.507	0.132
Pennsylvania	6	Rubus_allegheniensis	Cyanocitta_cristata	109.761905	20	3	0.7431	0.74589411	0	2	3.026	0.002
Pennsylvania	2	Amelanchier_sp	Dumetella_carolinensis	300	40	1	0.182	0.38586382	0	1	2.12	0.034
Pennsylvania	3	Amelanchier_sp	Dumetella_carolinensis	45	40	1	0.0291	0.16809526	0	1	5.776	0
Pennsylvania	4	Lonicera_morrowii	Dumetella_carolinensis	652.25	40	1	0.8654	0.34131289	0	1	0.394	0.694
Pennsylvania	5	Lonicera_morrowii	Dumetella_carolinensis	474.25	40	1	1.3193	0.66692727	0	2	-0.479	0.632
Pennsylvania	5	Prunus_virginiana	Dumetella_carolinensis	24	40	1	0.0675	0.25367338	0	1	3.676	0
Pennsylvania	7	Lonicera_morrowii	Dumetella_carolinensis	128.470588	40	2	1.1933	0.95458171	0	3	0.845	0.398
Pennsylvania	7	Prunus_serotina	Dumetella_carolinensis	350	40	1	3.2302	1.0584517	1	5	-2.107	0.035
Pennsylvania	7	Rubus_allegheniensis	Dumetella_carolinensis	63.1388889	40	2	0.5765	0.70653922	0	2	2.015	0.044
Pennsylvania	8	Prunus_serotina	Dumetella_carolinensis	1186.36364	40	9	3.1915	1.41796644	1	6	4.096	0
Pennsylvania	5	Lonicera_morrowii	Hylocichla_mustelina	474.25	40	3	2.6288	0.95231363	1	4	0.39	0.697
Pennsylvania	5	Rubus_allegheniensis	Hylocichla_mustelina	221.869565	40	1	1.2311	0.92475851	0	3	-0.25	0.803
Pennsylvania	3	Amelanchier_sp	Melanerpes_carolinus	45	20	2	0.063	0.24583947	0	1	7.879	0
Pennsylvania	4	Lonicera_morrowii	Melanerpes_carolinus	652.25	20	1	0.8654	0.34131289	0	1	0.394	0.694
Pennsylvania	3	Amelanchier_sp	Pheucticus_ludovicianus	45	20	1	0.0335	0.17994718	0	1	5.371	0
Pennsylvania	5	Prunus_serotina	Pheucticus_ludovicianus	1	20	1	0.0066	0.0809759	0	0	12.268	0
Pennsylvania	5	Rubus_allegheniensis	Pheucticus_ludovicianus	221.869565	20	3	1.221	0.92284569	0	3	1.928	0.054
Pennsylvania	7	Rubus_allegheniensis	Pheucticus_ludovicianus	63.1388889	20	1	0.1138	0.31758408	0	1	2.79	0.005
Pennsylvania	8	Prunus_serotina	Pheucticus_ludovicianus	1186.36364	20	2	1.4313	0.9521402	0	3	0.597	0.551
Pennsylvania	8	Sambucus_canadensis	Pheucticus_ludovicianus	378.333333	20	2	0.4417	0.62164279	0	2	2.507	0.012
Pennsylvania	2	Lonicera_morrowii	Pipilo_erythrophthalmus	1370.7	30	2	1.634	0.54614451	0	2	0.67	0.503
Pennsylvania	3	Lonicera_morrowii	Pipilo_erythrophthalmus	1440.74257	30	22	21.289	0.84377141	19	22	0.843	0.399
Pennsylvania	4	Lonicera_morrowii	Pipilo_erythrophthalmus	652.25	30	4	3.4536	0.68709115	2	4	0.795	0.427
Pennsylvania	5	Lonicera_morrowii	Pipilo_erythrophthalmus	474.25	30	13	9.8401	1.82917101	6	13	1.728	0.084
Pennsylvania	5	Rubus_allegheniensis	Pipilo_erythrophthalmus	221.869565	30	2	4.6473	1.77561764	1	8	-1.491	0.136
Pennsylvania	6	Lonicera_morrowii	Pipilo_erythrophthalmus	337.277228	30	1	3.759	0.95697993	2	5	-2.883	0.004
Pennsylvania	6	Rubus_allegheniensis	Pipilo_erythrophthalmus	109.761905	30	4	1.2286	0.95395652	0	3	2.905	0.004
Pennsylvania	7	Lonicera_morrowii	Pipilo_erythrophthalmus	128.470588	30	3	1.661	1.13004721	0	4	1.185	0.236
Pennsylvania	7	Rubus_allegheniensis	Pipilo_erythrophthalmus	63.1388889	30	4	0.8068	0.84353122	0	3	3.786	0
Pennsylvania	8	Elaeagnus_umbellata	Pipilo_erythrophthalmus	1574.61539	30	2	1.8708	0.99609567	0	4	0.13	0.897
Pennsylvania	8	Rubus_allegheniensis	Pipilo_erythrophthalmus	33.5454546	30	2	0.0362	0.19050772	0	1	10.308	0
Pennsylvania	3	Amelanchier_sp	Piranga_olivacea	45	10	4	0.1794	0.41525039	0	1	9.201	0
Pennsylvania	3	Lonicera_morrowii	Piranga_olivacea	1440.74257	10	1	5.8106	0.42537717	5	6	-11.309	0
Pennsylvania	3	Rubus_allegheniensis	Piranga_olivacea	2.75	10	1	0.01	0.10050378	0	0	9.85	0
Pennsylvania	4	Prunus_serotina	Piranga_olivacea	1	10	1	0.0017	0.04119806	0	0	24.232	0
Pennsylvania	5	Rubus_allegheniensis	Piranga_olivacea	221.869565	10	2	0.6203	0.65556913	0	2	2.105	0.035
Pennsylvania	6	Rubus_allegheniensis	Piranga_olivacea	109.761905	10	1	0.2544	0.43554519	0	1	1.712	0.087
Pennsylvania	8	Prunus_serotina	Piranga_olivacea	1186.36364	10	2	0.7052	0.67493593	0	2	1.918	0.055
Pennsylvania	2	Lonicera_morrowii	Toxostoma_rufum	1370.7	30	2	1.6301	0.55036741	0	2	0.672	0.502
Pennsylvania	5	Lonicera_morrowii	Toxostoma_rufum	474.25	30	4	3.2858	1.05840937	1	5	0.675	0.5
Pennsylvania	5	Prunus_virginiana	Toxostoma_rufum	24	30	1	0.1621	0.39979942	0	1	2.096	0.036
Pennsylvania	2	Amelanchier_sp	Turdus_migratorius	300	50	1	1.9823	1.27119955	0	5	-0.773	0.44
Pennsylvania	2	Lonicera_morrowii	Turdus_migratorius	1370.7	50	10	9.0104	1.27312762	6	11	0.777	0.437
Pennsylvania	3	Amelanchier_sp	Turdus_migratorius	45	50	5	0.1799	0.42018287	0	1	11.471	0
Pennsylvania	3	Lonicera_morrowii	Turdus_migratorius	1440.74257	50	1	5.8077	0.43305827	5	6	-11.102	0
Pennsylvania	4	Lonicera_morrowii	Turdus_migratorius	652.25	50	6	5.1893	0.82857357	3	6	0.978	0.328
Pennsylvania	5	Lonicera_morrowii	Turdus_migratorius	474.25	50	11	7.8966	1.63712445	5	11	1.896	0.058
Pennsylvania	5	Rubus_allegheniensis	Turdus_migratorius	221.869565	50	1	3.6934	1.59143008	1	7	-1.692	0.091
Pennsylvania	6	Lonicera_morrowii	Turdus_migratorius	337.277228	50	1	0.7491	0.43355275	0	1	0.579	0.563
Pennsylvania	8	Prunus_serotina	Turdus_migratorius	1186.36364	50	2	0.7138	0.67493341	0	2	1.906	0.057
Pennsylvania	1	Lonicera_morrowii	Vireo_olivaceus	1873.65	20	1	0.9994	0.02448877	1	1	0.025	0.98
Puerto_rico	1	Sideroxylon_salicifolium	Coereba_flaveola	1	0	1	0.0024	0.048933419	0	0	20.387	0
Puerto_rico	1	Tournefortia_hirsutissima	Coereba_flaveola	325	0	4	0.7311	0.800285471	0	3	4.085	0
Puerto_rico	1	Trema_micrantha	Coereba_flaveola	3	0	1	0.0073	0.085131867	0	0	11.661	0
Puerto_rico	2	Bunchosia_glandulosa	Coereba_flaveola	15	0	4	0.2754	0.517089526	0	2	7.203	0
Puerto_rico	2	Casearia_guianensis	Coereba_flaveola	1.666666667	0	1	0.0329	0.182813928	0	1	5.29	0
Puerto_rico	2	Cecropia_schreberiana	Coereba_flaveola	461.6666667	0	1	8.5802	1.709110899	5	12	-4.435	0
Puerto_rico	2	Clusia_rosea	Coereba_flaveola	1	0	2	0.018	0.133707845	0	0	14.823	0
Puerto_rico	2	Cordia_polycephala	Coereba_flaveola	29.95833333	0	1	0.5517	0.720679574	0	2	0.622	0.534
Puerto_rico	2	Tournefortia_hirsutissima	Coereba_flaveola	60	0	3	1.1349	1.01794185	0	3	1.832	0.067
Puerto_rico	2	Trema_micrantha	Coereba_flaveola	7.5	0	1	0.1393	0.375645606	0	1	2.291	0.022
Puerto_rico	3	Bunchosia_glandulosa	Coereba_flaveola	10	0	2	1.8771	1.259823125	0	5	0.098	0.922
Puerto_rico	3	Casearia_guianensis	Coereba_flaveola	9.6875	0	4	0.1723	0.411618334	0	1	9.299	0
Puerto_rico	3	Cecropia_schreberiana	Coereba_flaveola	355	0	2	6.16	1.727975286	3	10	-2.407	0.016
Puerto_rico	3	Clusia_rosea	Coereba_flaveola	1	0	1	0.9127	0.920740727	0	3	0.095	0.924
Puerto_rico	3	Trema_micrantha	Coereba_flaveola	3	0	3	0.0511	0.225596718	0	1	13.072	0
Puerto_rico	4	Casearia_decandra	Coereba_flaveola	1.5	0	1	0.0844	0.287201825	0	1	3.188	0.001
Puerto_rico	4	Casearia_guianensis	Coereba_flaveola	0.761904762	0	19	0.0416	0.200682504	0	1	94.47	0
Puerto_rico	4	Cecropia_schreberiana	Coereba_flaveola	106.25	0	8	6.1331	2.238322005	2	11	0.834	0.404
Puerto_rico	4	Clusia_rosea	Coereba_flaveola	4	0	4	0.2325	0.488740869	0	1	7.709	0
Puerto_rico	4	Tournefortia_hirsutissima	Coereba_flaveola	100	0	2	5.7607	2.179153593	2	10	-1.726	0.084
Puerto_rico	5	Cecropia_schreberiana	Coereba_flaveola	141.25	0	5	3.1269	1.60725067	0	6	1.165	0.244
Puerto_rico	5	Clusia_rosea	Coereba_flaveola	5	0	10	0.1095	0.332446691	0	1	29.751	0
Puerto_rico	5	Tournefortia_hirsutissima	Coereba_flaveola	35	0	1	0.7843	0.870660275	0	3	0.248	0.804
Puerto_rico	5	Trema_micrantha	Coereba_flaveola	321.6666667	0	1	7.1212	2.050495309	3	11	-2.985	0.003
Puerto_rico	6	Cecropia_schreberiana	Coereba_flaveola	212.5	0	3	3.1445	1.38528396	1	6	-0.104	0.917
Puerto_rico	6	Clusia_rosea	Coereba_flaveola	4	0	4	0.0571	0.238422471	0	1	16.537	0
Puerto_rico	6	Tournefortia_hirsutissima	Coereba_flaveola	25	0	1	0.3656	0.588703064	0	2	1.078	0.281
Puerto_rico	2	Cupania_americana	Icterus_icterus	91.18181818	40	3	0.3881	0.583363027	0	2	4.477	0
Puerto_rico	3	Casearia_guianensis	Icterus_icterus	9.6875	40	1	0.0265	0.162481968	0	1	5.991	0
Puerto_rico	3	Tournefortia_hirsutissima	Icterus_icterus	50	40	1	0.1397	0.358603918	0	1	2.399	0.016
Puerto_rico	1	Casearia_decandra	Loxigilla_portoricensis	40	20	1	0.0456	0.212897094	0	1	4.483	0
Puerto_rico	1	Cupania_americana	Loxigilla_portoricensis	275.3333333	20	1	0.2996	0.516978304	0	2	1.355	0.175
Puerto_rico	1	Tetrazygia_elaeagnoides	Loxigilla_portoricensis	13	20	1	0.0136	0.115829105	0	0	8.516	0
Puerto_rico	2	Casearia_decandra	Loxigilla_portoricensis	3.5	20	1	0.0087	0.093942496	0	0	10.552	0
Puerto_rico	2	Casearia_guianensis	Loxigilla_portoricensis	1.666666667	20	1	0.0045	0.068412119	0	0	14.552	0
Puerto_rico	3	Cupania_americana	Loxigilla_portoricensis	68.92307692	20	1	0.0998	0.299748136	0	1	3.003	0.003
Puerto_rico	4	Cecropia_schreberiana	Loxigilla_portoricensis	106.25	20	1	0.7196	0.76878797	0	2	0.365	0.715
Puerto_rico	4	Clusia_rosea	Loxigilla_portoricensis	4	20	2	0.0288	0.169627348	0	1	11.621	0
Puerto_rico	4	Trema_micrantha	Loxigilla_portoricensis	166.6666667	20	1	1.1058	0.896485766	0	3	-0.118	0.906
Puerto_rico	5	Casearia_sylvestris	Loxigilla_portoricensis	10	20	1	0.0629	0.25009967	0	1	3.747	0
Puerto_rico	5	Clusia_rosea	Loxigilla_portoricensis	5	20	1	0.0309	0.175351832	0	1	5.527	0
Puerto_rico	5	Cupania_americana	Loxigilla_portoricensis	137.1428571	20	1	0.9005	0.852685439	0	3	0.117	0.907
Puerto_rico	5	Trema_micrantha	Loxigilla_portoricensis	321.6666667	20	2	2.1041	1.082857538	0	4	-0.096	0.924
Puerto_rico	6	Clusia_rosea	Loxigilla_portoricensis	4	20	1	0.0144	0.119975328	0	0	8.215	0
Puerto_rico	6	Trema_micrantha	Loxigilla_portoricensis	293.3333333	20	1	1.0785	0.708228712	0	2	-0.111	0.912
