Site	Week	Plant_species	Bird_species	Fruit_availability_avgWeek	Frugivory_degree	Observed_frugivory_visits	Random_mean_visits	Random_SD_visits	Random_2.5Quant	Random_97.5Quant	Selection_strength	Pvalue
Puerto_rico	1	Bunchosia_glandulosa	Margarops_fuscatus	5	40	1	0.0132	0.115009055	0	0	8.58	0
Puerto_rico	1	Clusia_rosea	Margarops_fuscatus	1	40	1	0.0021	0.045779904	0	0	21.798	0
Puerto_rico	1	Cupania_americana	Margarops_fuscatus	275.3333333	40	3	0.7195	0.807146144	0	3	2.825	0.005
Puerto_rico	1	Tournefortia_hirsutissima	Margarops_fuscatus	325	40	1	0.8238	0.852775634	0	3	0.207	0.836
Puerto_rico	1	Trichilia_hirta	Margarops_fuscatus	1	40	1	0.0025	0.049939958	0	0	19.974	0
Puerto_rico	2	Bunchosia_glandulosa	Margarops_fuscatus	15	40	1	0.1477	0.381181374	0	1	2.236	0.025
Puerto_rico	2	Cordia_polycephala	Margarops_fuscatus	29.95833333	40	2	0.3078	0.545058592	0	2	3.105	0.002
Puerto_rico	2	Cupania_americana	Margarops_fuscatus	91.18181818	40	2	0.9092	0.888501156	0	3	1.228	0.219
Puerto_rico	2	Tetrazygia_elaeagnoides	Margarops_fuscatus	27.5	40	1	0.2726	0.511190152	0	2	1.423	0.155
Puerto_rico	2	Tournefortia_hirsutissima	Margarops_fuscatus	60	40	1	0.6042	0.744713247	0	2	0.531	0.595
Puerto_rico	3	Clusia_rosea	Margarops_fuscatus	53	40	1	0.5414	0.699810698	0	2	0.655	0.512
Puerto_rico	3	Cupania_americana	Margarops_fuscatus	68.92307692	40	4	0.6908	0.791111842	0	2	4.183	0
Puerto_rico	3	Tournefortia_hirsutissima	Margarops_fuscatus	50	40	2	0.4981	0.684282993	0	2	2.195	0.028
Puerto_rico	4	Clusia_rosea	Margarops_fuscatus	4	40	6	0.0898	0.299240563	0	1	19.751	0
Puerto_rico	4	Cordia_polycephala	Margarops_fuscatus	16.4	40	1	0.3655	0.597783811	0	2	1.061	0.289
Puerto_rico	4	Cupania_americana	Margarops_fuscatus	193.875	40	3	4.2591	1.691642207	1	8	-0.744	0.457
Puerto_rico	4	Tournefortia_hirsutissima	Margarops_fuscatus	100	40	3	2.1823	1.347608368	0	5	0.607	0.544
Puerto_rico	5	Clusia_rosea	Margarops_fuscatus	5	40	5	0.0739	0.27137825	0	1	18.152	0
Puerto_rico	5	Cordia_polycephala	Margarops_fuscatus	18.5	40	2	0.2579	0.501410741	0	2	3.474	0.001
Puerto_rico	5	Cupania_americana	Margarops_fuscatus	137.1428571	40	2	1.9704	1.269442787	0	5	0.023	0.982
Puerto_rico	5	Sideroxylon_salicifolium	Margarops_fuscatus	96.66666667	40	1	1.3816	1.091742016	0	4	-0.35	0.726
Puerto_rico	5	Solanum_erianthum	Margarops_fuscatus	2	40	1	0.0276	0.166255839	0	1	5.849	0
Puerto_rico	1	Bunchosia_glandulosa	Mimus_polyglottus	5	50	1	0.0016	0.039969986	0	0	24.979	0
Puerto_rico	4	Cordia_polycephala	Mimus_polyglottus	16.4	50	1	0.0273	0.162964308	0	1	5.969	0
Puerto_rico	6	Tournefortia_hirsutissima	Mimus_polyglottus	25	50	1	0.0439	0.204882863	0	1	4.667	0
Puerto_rico	5	Trema_micrantha	Myiarchis_antillarum	321.6666667	10	1	0.419	0.493420051	0	1	1.177	0.239
Puerto_rico	2	Bunchosia_glandulosa	Patagioenas_squamosa	15	40	2	0.0444	0.207443832	0	1	9.427	0
Puerto_rico	3	Cupania_americana	Patagioenas_squamosa	68.92307692	40	3	0.2982	0.518366309	0	2	5.212	0
Puerto_rico	5	Sideroxylon_salicifolium	Patagioenas_squamosa	96.66666667	40	2	0.2559	0.473114757	0	1	3.686	0
Puerto_rico	6	Trema_micrantha	Patagioenas_squamosa	293.3333333	40	1	0.5377	0.498601615	0	1	0.927	0.354
Puerto_rico	1	Bursera_simaruba	Spindalis_portoricensis	1	60	1	9.00E-04	0.029987996	0	0	33.317	0
Puerto_rico	1	Solanum_erianthum	Spindalis_portoricensis	2	60	2	0.0028	0.052843535	0	0	37.795	0
Puerto_rico	2	Cecropia_schreberiana	Spindalis_portoricensis	461.6666667	60	1	0.6595	0.473901053	0	1	0.719	0.472
Puerto_rico	3	Cupania_americana	Spindalis_portoricensis	68.92307692	60	1	0.2	0.422395362	0	1	1.894	0.058
Puerto_rico	3	Sideroxylon_salicifolium	Spindalis_portoricensis	1	60	1	0.0029	0.053776195	0	0	18.542	0
Puerto_rico	4	Cecropia_schreberiana	Spindalis_portoricensis	106.25	60	1	0.1744	0.379472054	0	1	2.176	0.03
Puerto_rico	6	Tetrazygia_elaeagnoides	Spindalis_portoricensis	4	60	1	0.0074	0.085708661	0	0	11.581	0
Puerto_rico	3	Cordia_polycephala	Tiaris_bicolor	34.63636364	0	1	0.0489	0.215669751	0	1	4.41	0
Puerto_rico	5	Clusia_rosea	Tiaris_bicolor	5	0	1	0.0064	0.079747577	0	0	12.459	0
Puerto_rico	2	Cupania_americana	Turdus_plumbeus	91.18181818	30	2	0.2647	0.484207967	0	1	3.584	0
Puerto_rico	4	Cupania_americana	Turdus_plumbeus	193.875	30	1	0.3249	0.468360893	0	1	1.441	0.15
Puerto_rico	5	Cupania_americana	Turdus_plumbeus	137.1428571	30	1	0.1769	0.381603134	0	1	2.157	0.031
Puerto_rico	1	Cordia_polycephala	Tyrannus_dominicensis	12.6875	30	7	0.1626	0.400471319	0	1	17.073	0
Puerto_rico	1	Cupania_americana	Tyrannus_dominicensis	275.3333333	30	24	3.5083	1.798736961	1	7	11.392	0
Puerto_rico	1	Tournefortia_hirsutissima	Tyrannus_dominicensis	325	30	2	4.1028	1.906199234	1	8	-1.103	0.27
Puerto_rico	1	Zanthoxylum_caribaeum	Tyrannus_dominicensis	2000	30	1	25.3821	2.569739276	20	30	-9.488	0
Puerto_rico	2	Bursera_simaruba	Tyrannus_dominicensis	0	30	1	0	0	0	0	Inf	0
Puerto_rico	2	Casearia_decandra	Tyrannus_dominicensis	3.5	30	1	0.3531	0.59097827	0	2	1.095	0.274
Puerto_rico	2	Cordia_polycephala	Tyrannus_dominicensis	29.95833333	30	4	3.0184	1.70092644	0	7	0.577	0.564
Puerto_rico	2	Cupania_americana	Tyrannus_dominicensis	91.18181818	30	61	9.3122	2.874083714	4	15	17.984	0
Puerto_rico	2	Tournefortia_hirsutissima	Tyrannus_dominicensis	60	30	4	6.1246	2.362801964	2	11	-0.899	0.369
Puerto_rico	3	Bunchosia_glandulosa	Tyrannus_dominicensis	109	30	4	6.0949	2.267290906	2	11	-0.924	0.355
Puerto_rico	3	Casearia_guianensis	Tyrannus_dominicensis	9.6875	30	12	0.5545	0.743293346	0	2	15.398	0
Puerto_rico	3	Cordia_polycephala	Tyrannus_dominicensis	34.63636364	30	4	1.9508	1.36497827	0	5	1.501	0.133
Puerto_rico	3	Cupania_americana	Tyrannus_dominicensis	68.92307692	30	17	3.852	1.860763887	1	8	7.066	0
Puerto_rico	3	Tournefortia_hirsutissima	Tyrannus_dominicensis	50	30	2	2.8349	1.624778748	0	6	-0.514	0.607
Puerto_rico	4	Bunchosia_glandulosa	Tyrannus_dominicensis	2	30	2	0.1984	0.450619291	0	1	3.998	0
Puerto_rico	4	Casearia_guianensis	Tyrannus_dominicensis	0.761904762	30	1	0.0721	0.267036928	0	1	3.475	0.001
Puerto_rico	4	Clusia_rosea	Tyrannus_dominicensis	4	30	5	0.3938	0.620934873	0	2	7.418	0
Puerto_rico	4	Cupania_americana	Tyrannus_dominicensis	193.875	30	42	19.0069	3.55760004	12	26	6.463	0
Puerto_rico	4	Tournefortia_hirsutissima	Tyrannus_dominicensis	100	30	5	9.8171	2.820007595	5	15	-1.708	0.088
Puerto_rico	4	Trema_micrantha	Tyrannus_dominicensis	166.6666667	30	3	16.3545	3.409280286	10	23	-3.917	0
Puerto_rico	5	Clusia_rosea	Tyrannus_dominicensis	5	30	3	0.5775	0.755149505	0	2	3.208	0.001
Puerto_rico	5	Cordia_polycephala	Tyrannus_dominicensis	18.5	30	2	2.1407	1.442120481	0	5	-0.098	0.922
Puerto_rico	5	Cupania_americana	Tyrannus_dominicensis	137.1428571	30	81	15.8967	3.548138672	9	23	18.349	0
Puerto_rico	5	Tournefortia_hirsutissima	Tyrannus_dominicensis	35	30	3	4.0663	1.97729494	1	8	-0.539	0.59
Puerto_rico	6	Clusia_rosea	Tyrannus_dominicensis	4	30	1	0.0229	0.15158459	0	0	6.446	0
Puerto_rico	6	Tournefortia_hirsutissima	Tyrannus_dominicensis	25	30	2	0.1469	0.37193309	0	1	4.982	0
Puerto_rico	6	Clusia_rosea	Vireo_altiloquus	4	20	1	0.0082	0.090186326	0	0	10.997	0
